"Record Type","Name","Prompt Text","Description","Model / Motion Effect","Tool Type","Generation Style","Visual Subject","Category","Preset","Aspect Ratio","Duration (s)","Quality","Badges","Word Count","Char Count","Asset Count","Asset Type","Thumbnail (repo path)","Full-Res Asset URL","Poster URL","Asset Pairing","Recreate Model","Lesson","Lesson Timestamp (s)","Confidence","Site Section","Extraction Source","Sample Media URL","Source Page URL"
"Preset / Effect","Powder Explosion","","A burst of colorful or dusty powder erupts around the subject, filling the frame with texture and motion. Perfect for dramatic entrances, dance shots, or high-impact visual flair.","Wan 2.5","Motion Effect Preset","","People / Portrait; Abstract / Texture","","","","","","","","","5","video","thumbs/3e0f5f3307b786c4__0.webp","https://static.higgsfield.ai/2fd0b56d-abbe-43d2-8b3d-26d1870bbf93.mp4","https://static.higgsfield.ai/2fd0b56d-abbe-43d2-8b3d-26d1870bbf93.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/2fd0b56d-abbe-43d2-8b3d-26d1870bbf93.mp4","https://higgsfield.ai/motion/fc56f780-079b-4a4f-b135-09384440fe75"
"Preset / Effect","Fisheye","","A wide, distorted lens look that curves the edges of the frame, making everything appear rounded and exaggerated. Adds a fun, surreal, or edgy vibe to the shot.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait; Animals / Creatures","","","","","","","","","5","video","thumbs/ca851caa53a79ded__0.webp","https://static.higgsfield.ai/a9e8c129-843a-46a3-8580-bf04efef697d.mp4","https://static.higgsfield.ai/a9e8c129-843a-46a3-8580-bf04efef697d.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/a9e8c129-843a-46a3-8580-bf04efef697d.mp4","https://higgsfield.ai/motion/a5915704-2b92-476b-b67b-3a1394c613cd"
"Preset / Effect","Yacht","","","seedance_pro","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/eb50f4715732e2c8__0.webp","https://cdn.higgsfield.ai/seedance_sample/770a77ec-14bd-4e11-b8de-32cf0766a33e.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/770a77ec-14bd-4e11-b8de-32cf0766a33e.mp4","https://higgsfield.ai/motion/f078c9d9-366a-4cbb-a89a-c5b5aec660d1/5eb40025-84b3-4d89-b5e6-5a77e40f27db"
"Preset / Effect","Angry Mode","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/9fa3245eabc5cc7c__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/02b1fb17-ad57-4231-ae86-139a39bc5c42.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/02b1fb17-ad57-4231-ae86-139a39bc5c42.mp4","https://higgsfield.ai/motion/464983d8-1a37-467f-b7f7-2bde2d31c495/3cc535f7-c8d5-4027-a757-c0660e40a104"
"Preset / Effect","Melting","","The subject visibly softens and melts under intense heat—skin, clothes, or objects start to drip and distort. Evokes extreme temperature, tension, or surreal discomfort.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait; Product / Object","","","","","","","","","5","video","thumbs/61ffa1c57ec30607__0.webp","https://static.higgsfield.ai/559549dd-2884-4472-8839-070e8d09ca42.mp4","https://static.higgsfield.ai/559549dd-2884-4472-8839-070e8d09ca42.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/559549dd-2884-4472-8839-070e8d09ca42.mp4","https://higgsfield.ai/motion/d8c13031-7117-4a3d-9a30-6a00d0d408b4"
"Preset / Effect","Splash Transition","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/49b22fcce2cabe94__0.webp","https://cdn.higgsfield.ai/kling_video_sample/d096c734-8a89-4a38-a5cc-fe99e5b44d37.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/d096c734-8a89-4a38-a5cc-fe99e5b44d37.mp4","https://higgsfield.ai/motion/105c744b-05bf-44ae-ba34-5a7144f4ec46/0856a399-3dc2-426b-a8d4-b21dd6784bdd"
"Preset / Effect","Point Cloud","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/ab0b67a985dc403f__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/87ffd3dd-7f6f-4b1b-ab51-e2ea262d3ec0.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/87ffd3dd-7f6f-4b1b-ab51-e2ea262d3ec0.mp4","https://higgsfield.ai/motion/569ea796-2a19-4ccc-9281-29179e96ebf3/00c96640-75f3-4bcb-82b7-c2d8eafbdc39"
"Preset / Effect","Look, BOOM!","","Pointing or gesturing dramatically toward an explosion.","Wan 2.5","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/1757a74adae9ea99__0.webp","https://cdn.higgsfield.ai/seedance_sample/523c2647-0d7f-424e-bb43-dab1637da569.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/523c2647-0d7f-424e-bb43-dab1637da569.mp4","https://higgsfield.ai/motion/2cee1f43-c939-4d8c-9581-b5ac6b842405"
"Preset / Effect","Face Punch","","Captures the sharp, explosive moment of a punch to the face. High impact, raw energy—perfect for action, fight, or intense close-up shots.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/975dda6fcf77a7e9__0.webp","https://static.higgsfield.ai/422e4cf6-58b3-47d9-99b4-ff7db1625ae7.mp4","https://static.higgsfield.ai/422e4cf6-58b3-47d9-99b4-ff7db1625ae7.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/422e4cf6-58b3-47d9-99b4-ff7db1625ae7.mp4","https://higgsfield.ai/motion/cd5bfd11-5a1a-46e0-9294-b22b0b733b1e"
"Preset / Effect","Mouth In","","Zooms swiftly into the character’s mouth for a fun, quirky, or surreal transition. Ideal for adding humor or exaggerating expressions.","Wan 2.5","Motion Effect Preset","Glitch / Experimental","People / Portrait","","","","","","","","","5","video","thumbs/fbf2d19b869b52ce__0.webp","https://static.higgsfield.ai/70bd5764-9faa-4032-9ed5-9819ba27bd05.mp4","https://static.higgsfield.ai/70bd5764-9faa-4032-9ed5-9819ba27bd05.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/70bd5764-9faa-4032-9ed5-9819ba27bd05.mp4","https://higgsfield.ai/motion/7351a8ad-9754-4844-94f1-00baf293d588"
"Preset / Effect","Cotton Cloud","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/103c588df58ec3dc__0.webp","https://cdn.higgsfield.ai/kling_video_sample/2a97031d-1c90-404b-81ad-2a4ebc59c410.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/2a97031d-1c90-404b-81ad-2a4ebc59c410.mp4","https://higgsfield.ai/motion/588486b6-f303-4e2a-b8b0-2b74b01a5f50/c127188b-de36-4fc6-a015-b32b85a1dc11"
"Preset / Effect","Group Photo","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/2f626aeb5ae35484__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/f141d468-eb99-4cea-aeaf-a664f187c477.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/f141d468-eb99-4cea-aeaf-a664f187c477.mp4","https://higgsfield.ai/motion/7da01fad-94c9-4b53-be58-06f5d300c90d/c25eba99-a462-4fd8-85bf-4826eb049ac5"
"Preset / Effect","Turning Monkey","","","seedance_pro","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/4d0eed4033bbcea8__0.webp","https://cdn.higgsfield.ai/seedance_sample/b17ab808-9c65-408b-b501-b19a0002705f.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/b17ab808-9c65-408b-b501-b19a0002705f.mp4","https://higgsfield.ai/motion/256b9943-7e79-4166-a4e3-8ad15f258f3d/1821947e-daf1-4450-a887-83d42a1176fc"
"Preset / Effect","Timelapse Landscape","","","","Motion Effect Preset","","Landscape / Nature","","","","","","","","","5","video","thumbs/50c5aac5022017fa__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/693bb843-601a-4cd8-8f40-57f412c850b1.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/693bb843-601a-4cd8-8f40-57f412c850b1.mp4","https://higgsfield.ai/motion/d45f0a80-62b8-4651-bd62-0373a09b8f11/964a584f-c9c6-455f-af41-1626a6ef4f29"
"Preset / Effect","Morning routine","","","seedance_pro","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/410c29f75c0be707__0.webp","https://cdn.higgsfield.ai/seedance_sample/354f960b-5273-4fd6-9572-05f46c262fe5.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/354f960b-5273-4fd6-9572-05f46c262fe5.mp4","https://higgsfield.ai/motion/81f108ba-6b17-441c-a821-dd0bd540968d/4f2ce003-97c0-4ea9-a94a-3247251c98c3"
"Preset / Effect","Motor Ride","","","seedance_pro","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/6bcbfd5cb219e899__0.webp","https://cdn.higgsfield.ai/seedance_sample/862ce105-fd85-444e-b918-ee9f3da8b008.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/862ce105-fd85-444e-b918-ee9f3da8b008.mp4","https://higgsfield.ai/motion/df7b5f9f-bea0-4fc9-a790-381ba7f84aa9/6bd41119-b86f-44d1-8b77-732cb4d4415f"
"Preset / Effect","Wonderland","","Reality bends into warped colors and hallucinations, twisting the subject into a surreal nightmare. Psychedelic, chaotic, and disorienting.","Wan 2.5","Motion Effect Preset","Glitch / Experimental; Horror / Thriller","People / Portrait","","","","","","","","","3","video","thumbs/47061df0a4863ca1__0.webp","https://cdn.higgsfield.ai/kling_video_sample/b5556bfd-4e20-4dde-b1fe-09852587f026.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/b5556bfd-4e20-4dde-b1fe-09852587f026.mp4","https://higgsfield.ai/motion/4ef29c6b-44de-4309-8101-19b021db4abd"
"Preset / Effect","Invisible","","The subject vanishes completely—no body, no clothing—leaving only their movement or impact behind. Feels ghostly, surreal, and perfect for sci-fi, stealth, or supernatural edits.","Wan 2.5","Motion Effect Preset","Glitch / Experimental; Fantasy / Sci-Fi","People / Portrait","","","","","","","","","5","video","thumbs/683be3b721e0db43__0.webp","https://static.higgsfield.ai/e0b99fee-85b3-4e2d-9aff-c1e510903bb8.mp4","https://static.higgsfield.ai/e0b99fee-85b3-4e2d-9aff-c1e510903bb8.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/e0b99fee-85b3-4e2d-9aff-c1e510903bb8.mp4","https://higgsfield.ai/motion/30802f12-3db4-49b8-b0ab-6f0c737b252e"
"Preset / Effect","Road Rush","","","","Motion Effect Preset","Product / Commercial","","","","","","","","","","5","video","thumbs/585ae5fe758613f1__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/14099a6d-ab07-41d5-ab9a-9902e1160d74.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/14099a6d-ab07-41d5-ab9a-9902e1160d74.mp4","https://higgsfield.ai/motion/c9c68a56-1f59-46d9-90f2-ee8535f0511d/14099a6d-ab07-41d5-ab9a-9902e1160d74"
"Preset / Effect","Sunglasses","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/efe8a22f9eace310__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/005f073e-0faa-4b79-a295-24aab0f6db03.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/005f073e-0faa-4b79-a295-24aab0f6db03.mp4","https://higgsfield.ai/motion/222a64a5-aa60-4a53-80ae-13dede1d1268/005f073e-0faa-4b79-a295-24aab0f6db03"
"Preset / Effect","General","","A balanced, all-purpose camera style with natural movement and clean framing. Works well for any scene, offering a neutral look without dramatic effects.","Wan 2.5","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/b8b95890fdbbc97b__0.webp","https://static.higgsfield.ai/57ea664a-1fc7-4f25-9402-094c4514a9fe.mp4","https://static.higgsfield.ai/57ea664a-1fc7-4f25-9402-094c4514a9fe.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/57ea664a-1fc7-4f25-9402-094c4514a9fe.mp4","https://higgsfield.ai/motion/6e4e30fb-fe99-4df7-b3ab-10e16c6e0218"
"Preset / Effect","Happy","","","seedance_pro","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/f1522c33309e8ace__0.webp","https://cdn.higgsfield.ai/seedance_sample/a2cc33a3-f8d4-45bf-a959-6e157f3262fe.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/a2cc33a3-f8d4-45bf-a959-6e157f3262fe.mp4","https://higgsfield.ai/motion/236bf362-b202-4970-92da-bdc181e63d38/531ad83c-c5ef-4d65-bf50-9dcc4ab93550"
"Preset / Effect","Rap Flex","","Mimics iconic camera moves from rap music videos—smooth slides, low angles, and slow zooms. Perfect for giving your video a bold, confident, star-like vibe.","Wan 2.5","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/44b95ca5f31cc4cc__0.webp","https://static.higgsfield.ai/c48e57bd-41ba-414f-9311-9c56cdba8b45.mp4","https://static.higgsfield.ai/c48e57bd-41ba-414f-9311-9c56cdba8b45.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/c48e57bd-41ba-414f-9311-9c56cdba8b45.mp4","https://higgsfield.ai/motion/dc292dd4-12aa-431a-a576-48adb132dd55"
"Preset / Effect","Boiling Point","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/4701e05e584aec4d__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/3432c3ab-b151-4877-a4b2-12cdebb50b07.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/3432c3ab-b151-4877-a4b2-12cdebb50b07.mp4","https://higgsfield.ai/motion/de3f1c25-9309-4b28-b331-cb0eeba3ea77/3432c3ab-b151-4877-a4b2-12cdebb50b07"
"Preset / Effect","Mystification","","","kling-v2-1-master","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/f0859e1293db8238__0.webp","https://cdn.higgsfield.ai/kling_video_sample/f90af860-17b5-4bd0-808e-e638c1976074.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/f90af860-17b5-4bd0-808e-e638c1976074.mp4","https://higgsfield.ai/motion/a3179faa-bd6e-4c2f-be7f-b74425c740bd/e9cef1ef-8f65-4876-93ae-d7ccf1c30e35"
"Preset / Effect","Flashback","","","seedance_pro","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/79affe05e92bc333__0.webp","https://cdn.higgsfield.ai/seedance_sample/7dcff871-c137-4236-90ff-8e854962cc71.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/seedance_sample/7dcff871-c137-4236-90ff-8e854962cc71.mp4","https://higgsfield.ai/motion/f31f9d2e-cfd8-4375-9242-84c6b04826ba/1c9bed49-d160-485a-ae45-d9dd5dbc1342"
"Preset / Effect","Rapid Zoom Out","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/12566a3db15f70b7__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/0aa729a7-3aec-49c1-9550-213f0a614c51.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/0aa729a7-3aec-49c1-9550-213f0a614c51.mp4","https://higgsfield.ai/motion/222b3cfc-5e24-44ee-b7f5-94deb2d2b514/53f77d6e-0646-4fb0-b0e8-49ba67a0e18e"
"Preset / Effect","Black Tears","","Thick, dark liquid streams from the subject’s eyes, creating a haunting, emotional, or supernatural effect. Perfect for horror, sorrowful moments, or eerie visual storytelling.","Wan 2.5","Motion Effect Preset","Horror / Thriller","People / Portrait; Abstract / Texture","","","","","","","","","5","video","thumbs/3223859dd195e2b9__0.webp","https://static.higgsfield.ai/be634557-7bc6-421a-ab7a-3831b30061de.mp4","https://static.higgsfield.ai/be634557-7bc6-421a-ab7a-3831b30061de.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/be634557-7bc6-421a-ab7a-3831b30061de.mp4","https://higgsfield.ai/motion/6b49273d-2164-4af4-8e38-971ad7ab6516"
"Preset / Effect","Car Chasing","","Follows fast-moving cars with dynamic camera angles to create thrilling, high-speed chase scenes. Ideal for action-packed sequences and cinematic intensity.","Wan 2.5","Motion Effect Preset","Cinematic / Film","Vehicles / Transport","","","","","","","","","5","video","thumbs/551b3d5281b32fdf__0.webp","https://static.higgsfield.ai/a6c2ef1b-8490-40a4-ae6c-3e3f6d22e158.mp4","https://static.higgsfield.ai/a6c2ef1b-8490-40a4-ae6c-3e3f6d22e158.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/a6c2ef1b-8490-40a4-ae6c-3e3f6d22e158.mp4","https://higgsfield.ai/motion/a76f2e99-0a41-4fdf-934d-9c95b0ee85bf"
"Preset / Effect","Car Grip","","Attaches the camera to a car, capturing dynamic driving shots with smooth motion. Perfect for action scenes or showing movement from the vehicle’s perspective.","Wan 2.5","Motion Effect Preset","","People / Portrait; Vehicles / Transport","","","","","","","","","5","video","thumbs/aafa80c2dc1666b7__0.webp","https://static.higgsfield.ai/3bb33e88-b357-43b4-8451-2070b635e729.mp4","https://static.higgsfield.ai/3bb33e88-b357-43b4-8451-2070b635e729.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/3bb33e88-b357-43b4-8451-2070b635e729.mp4","https://higgsfield.ai/motion/d4c62a9d-df77-4222-af4e-5645b81844e0"
"Preset / Effect","360 Orbit","","The camera smoothly circles all the way around the subject, creating a dynamic, immersive view. Perfect for dramatic reveals, showcasing outfits, or adding visual energy.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/32ca932d3a0cf381__0.webp","https://static.higgsfield.ai/7f4b10b4-c01b-482a-b43f-99fe4eca0a9f.mp4","https://static.higgsfield.ai/7f4b10b4-c01b-482a-b43f-99fe4eca0a9f.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/7f4b10b4-c01b-482a-b43f-99fe4eca0a9f.mp4","https://higgsfield.ai/motion/d7c180bc-793c-4d29-83ba-c2d5e84e53d4"
"Preset / Effect","Censorship","","","","Motion Effect Preset","","Vehicles / Transport","","","","","","","","","5","video","thumbs/a5baf4c1f52238ef__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/2cc13df4-0426-40dd-a78b-cd7f3c75fa7a.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/2cc13df4-0426-40dd-a78b-cd7f3c75fa7a.mp4","https://higgsfield.ai/motion/d3c3692f-1aec-4274-9aaf-5f461ad71b6a/fb68ecf5-ea1a-4984-86e9-dc3efcde11c6"
"Preset / Effect","Levitation","","The subject floats or rises smoothly off the ground, defying gravity. Creates a dreamy, magical, or surreal atmosphere perfect for fantasy or artistic visuals.","Wan 2.5","Motion Effect Preset","Glitch / Experimental; Fantasy / Sci-Fi","People / Portrait","","","","","","","","","4","video","thumbs/d64c3afb0d8c5f4c__0.webp","https://static.higgsfield.ai/6223c991-f3ab-4a60-9019-e185d39b11b8.mp4","https://static.higgsfield.ai/6223c991-f3ab-4a60-9019-e185d39b11b8.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/6223c991-f3ab-4a60-9019-e185d39b11b8.mp4","https://higgsfield.ai/motion/52aa7be6-854f-45cb-930c-b98d64eb593c"
"Preset / Effect","Bloody Eyes","","Blood-red eyes or streams of blood pouring down the face. Possessed, intense, demonic","MiniMax 2.3","Motion Effect Preset","","People / Portrait","","","","","","","","","4","video","thumbs/f5a8fcde88ecd547__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_motion/ea08a545-a657-45c1-81b5-93cb26ea125e.mp4","https://cdn.higgsfield.ai/minimax_hailuo_motion/27c59436-7cad-4442-94d5-b92a1417fde7.webp","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_motion/ea08a545-a657-45c1-81b5-93cb26ea125e.mp4","https://higgsfield.ai/motion/190e1346-6cfd-40f8-bbb4-c7887b131660"
"Preset / Effect","Acid","","","","Motion Effect Preset","Glitch / Experimental","","","","","","","","","","5","video","thumbs/ef4de8ea95c58873__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/4109bc9f-13d4-4b50-83b6-04404de33bc1.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/4109bc9f-13d4-4b50-83b6-04404de33bc1.mp4","https://higgsfield.ai/motion/a99e16db-8264-43e2-9279-fe66098db36f/f19b9186-9f99-47b5-8873-dc0ba0d4e959"
"Preset / Effect","Flying + Set on Fire","","The subject soars through the air while fully engulfed in flames—trailing fire and heat with every movement. Intense, powerful, and perfect for explosive, supernatural action.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/44cc2e807443d5a2__0.webp","https://static.higgsfield.ai/3d26493d-0080-4429-89ce-5ff045c5b05b.mp4","https://static.higgsfield.ai/3d26493d-0080-4429-89ce-5ff045c5b05b.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/3d26493d-0080-4429-89ce-5ff045c5b05b.mp4","https://higgsfield.ai/motion/33a41f25-ef9d-4340-8d2d-be3e169e77d9"
"Preset / Effect","Fairies Around","","","kling-v2-1","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/3e3d0e15fefe5217__0.webp","https://cdn.higgsfield.ai/kling_video_sample/d941d65a-33e3-4d67-ac3e-348b0169e36e.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/d941d65a-33e3-4d67-ac3e-348b0169e36e.mp4","https://higgsfield.ai/motion/94dc9474-0a60-4f19-986d-6d7cac26aa14/82389e9e-49b6-4492-8135-50b0bc45d852"
"Preset / Effect","YoYo Zoom","","A rapid in-and-out zoom motion that mimics the snap of a yoyo—fast, playful, and punchy. Adds energy, tension, or comic effect to your scene.","Wan 2.5","Motion Effect Preset","","People / Portrait","","","","","","","","","5","video","thumbs/fc9b0ef6e84dcf1a__0.webp","https://static.higgsfield.ai/aa97bd7b-2890-48de-a38e-2cd7fd6c18fd.mp4","https://static.higgsfield.ai/aa97bd7b-2890-48de-a38e-2cd7fd6c18fd.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/aa97bd7b-2890-48de-a38e-2cd7fd6c18fd.mp4","https://higgsfield.ai/motion/702c6210-9798-4888-b7c9-e794c8fcaaef"
"Preset / Effect","Water Element","","","kling-v2-1-master","Motion Effect Preset","","Food / Drink","","","","","","","","","5","video","thumbs/f22f7c9e2237e1c9__0.webp","https://cdn.higgsfield.ai/kling_video_sample/b0c3bb70-2d67-449e-9635-53b7a5ca45d1.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/kling_video_sample/b0c3bb70-2d67-449e-9635-53b7a5ca45d1.mp4","https://higgsfield.ai/motion/ef6175ef-51dc-4cbe-926a-b82dbce66ec8/456db9fe-f5d4-481a-833e-b2199b26e488"
"Preset / Effect","Flip","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/ee38c29a07181329__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/9028af30-bf56-4999-9bc2-9f45a4ec291b.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/9028af30-bf56-4999-9bc2-9f45a4ec291b.mp4","https://higgsfield.ai/motion/0264d345-94c3-4cb8-849f-7e0b71d13696/706b8895-dae5-4087-89a4-1e473868e31a"
"Preset / Effect","Morphskin","","The subject’s body morphs in real time—skin ripples, textures shift, and their form transforms into a new identity. Smooth, fluid, and perfect for shapeshifter or disguise effects.","Wan 2.5","Motion Effect Preset","","People / Portrait; Abstract / Texture","","","","","","","","","5","video","thumbs/14107d2e5acc9421__0.webp","https://static.higgsfield.ai/6f748eee-2e9b-4990-bd18-fd91dc8bf531.mp4","https://static.higgsfield.ai/6f748eee-2e9b-4990-bd18-fd91dc8bf531.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/6f748eee-2e9b-4990-bd18-fd91dc8bf531.mp4","https://higgsfield.ai/motion/6308a9a6-877d-4fb1-be21-481638833983"
"Preset / Effect","Polygon","","","","Motion Effect Preset","","","","","","","","","","","5","video","thumbs/408d79d951c14371__0.webp","https://cdn.higgsfield.ai/minimax_hailuo_sample/9e6de821-e2b1-4e62-9954-2e319e826d8a.mp4","","preset-preview","","","","High","motion","catalog_page","https://cdn.higgsfield.ai/minimax_hailuo_sample/9e6de821-e2b1-4e62-9954-2e319e826d8a.mp4","https://higgsfield.ai/motion/fad73347-8c2d-4d96-a70a-155447406281/b669bdd2-fc9c-4eef-8a6d-850c684e10d0"
"Preset / Effect","Paparazzi","","Flashes burst rapidly around the subject, simulating a crowd of cameras snapping photos. Glamorous, chaotic, or overwhelming—perfect for celebrity, fashion, or red carpet vibes.","Wan 2.5","Motion Effect Preset","Fashion / Editorial","People / Portrait","","","","","","","","","5","video","thumbs/26ec57970d26f62b__0.webp","https://static.higgsfield.ai/c0af3892-5946-4c81-a804-7ea8660e03fa.mp4","https://static.higgsfield.ai/c0af3892-5946-4c81-a804-7ea8660e03fa.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/c0af3892-5946-4c81-a804-7ea8660e03fa.mp4","https://higgsfield.ai/motion/3d87df66-7d1e-4d1d-a3b1-faf901bdcaac"
"Preset / Effect","Timelapse Landscape","","Captures the rapid movement of natural elements like clouds, sunlight, or crowds over time. Creates a majestic, dreamlike view of changing landscapes and passing moments.","Wan 2.5","Motion Effect Preset","","People / Portrait; Landscape / Nature","","","","","","","","","5","video","thumbs/71a8f3912f2ce57f__0.webp","https://static.higgsfield.ai/cbf1faa3-add1-415c-a3d6-d95385c1dd32.mp4","https://static.higgsfield.ai/cbf1faa3-add1-415c-a3d6-d95385c1dd32.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/cbf1faa3-add1-415c-a3d6-d95385c1dd32.mp4","https://higgsfield.ai/motion/128ab1d9-f6d3-4a06-8a5c-ba47f16e37ed"
"Preset / Effect","Lazy Susan + Super Dolly Out","","Rotates around the subject while smoothly pulling away, creating a stylish, cinematic reveal. Feels elegant, dramatic, and fashion-forward.","Wan 2.5","Motion Effect Preset","Cinematic / Film; Fashion / Editorial","People / Portrait","","","","","","","","","5","video","thumbs/e146a476f119116e__0.webp","https://static.higgsfield.ai/c8054127-cdc2-4e42-a608-9897be0bb6e5.mp4","https://static.higgsfield.ai/c8054127-cdc2-4e42-a608-9897be0bb6e5.webp","preset-preview","","","","High","motion","catalog_page","https://static.higgsfield.ai/c8054127-cdc2-4e42-a608-9897be0bb6e5.mp4","https://higgsfield.ai/motion/bf81db64-714e-4195-acd4-21065b317dd4"
