"Record Type","Name","Prompt Text","Description","Model / Motion Effect","Tool Type","Generation Style","Visual Subject","Category","Preset","Aspect Ratio","Duration (s)","Quality","Badges","Word Count","Char Count","Confidence","Site Section","Extraction Source","Sample Media URL","Source Page URL"
"Prompt","","@Image1 is the exact woman: beautiful field scientist, safety glasses pushed into her hair, khaki field shirt with rolled sleeves over a tank top, cargo trousers, a utility belt with vials and a flashlight, lab coat tied at the waist. Keep her face and outfit identical. @Image2 is the exact location: an overgrown ruined jungle laboratory, cracked glass specimen tanks strangled by vines, flickering fluorescent tubes, overturned equipment, a shattered observation window with jungle mist, sparking cables.

CREATURE: a colossal praying mantis, roughly 4 meters tall, glossy green-and-brown segmented chitin, huge spiked raptorial forearms, a triangular head with large black compound eyes and twitching antennae, moving in sharp insectile jerks.

Action (15s, three clear beats, no clutter): (0-5s) The scientist backs between the lab benches with her flashlight as the colossal mantis unfolds from the shadows by the shattered window, its spiked forearms raised, head tilting at her. (5-10s) The mantis strikes a forearm down; she dives under a bench as the spike splits the steel, then she grabs a beaker of chemical and hurls it, splashing the mantis's eyes, and it rears back screeching. (10-15s) She sprints for the door, yanks a sparking severed cable from the wall and jams it against the mantis's leg; it convulses in the electric arc, and she slips out as it thrashes among the toppling tanks.

Camera (technical): Beat 1 — a slow controlled push-in on her with the flashlight, then a smooth reveal craning up the unfolding mantis. Beat 2 — a controlled low angle as she dives and the spike splits the bench, a 90-degree arc as she hurls the beaker, rack focus to the splash. Beat 3 — a smooth tracking shot to the door, the sparking cable jab lighting the scene, then a push-in to a medium on her face. Smooth deliberate camera, 35mm anamorphic lens, motion blur, gentle handheld weight, no chaotic shake.

Smooth fluid 24fps cinematic motion, consistent natural frame rate, motion-blurred but smooth, no stutter, no choppy or dropped frames, no strobing.

Lighting: flickering cold fluorescent key with green jungle spill, deep shadows, hot sparking-cable and electric-arc accents, haze. Sickly green and teal grade, Kodak Vision3 500T, 35mm grain, halation, anamorphic flare. Tense 1980s jungle-lab-creature-thriller.

Audio: flickering fluorescent buzz and dripping water, the chittering clicks of the mantis, a sharp chitin-scrape as it unfolds, a steel bench splitting, shattering glass, the mantis's screech, the crackle and zap of the electric cable, her panicked breathing, a tense low orchestral-synth pulse.","","Seedance 2.0","Video Generation","Cinematic / Film; UGC / Handheld; Retro / VHS / Analog; Product / Commercial; Horror / Thriller","People / Portrait; Animals / Creatures; Landscape / Nature; Food / Drink","","","16:9","15","","","413","2629","High","seedance-4k-community","job_payload","https://d8j0ntlcm91z4.cloudfront.net/user_3Bu8iUt8Z18vHzF7CZ97RTvmPwE/hf_20260622_192725_acac8a45-6e74-4607-886b-1de212a5209f.png","https://higgsfield.ai/seedance-4k-community"
"Prompt","","CRYSTAL CANYON / DYING STAR-SHIP

Style: 8K cinematic. Photorealistic — no 3D render, no game engine, no game-cutscene aesthetic.

Cinematography: naturalistic master cinematography.

Lighting: high-contrast dramatic light. Cold turquoise canyon shadow vs. blinding white-gold radiance pouring from the falling ship. Crystal walls refract the light into thousands of moving prism shards.

Color: 60:30:10 — dominant pale teal and frosted white (crystal canyon) / secondary amber and rose-gold (refracted light) / accent searing white and electric violet (the falling star-ship and its discharges).

Camera: physical cine lens. 180° shutter motion blur. Continuous handheld operator shake, motivated by the tremors.

Physics: gravity and inertia respected. Massive crystal spires shatter under shockwaves; dust and glass shards obey atmospheric drag.

SUBJECTS:

@rider: a lone armored motorcyclist on a heavy battered desert bike, dust-cloak snapping in the wind, scratched mirror-visor helmet reflecting the falling ship, trailing a rooster-tail of glittering crystal dust.

@starship: a colossal mirror-hulled star vessel, white-gold and cracked, breaking apart as it descends, shedding molten plating and arcs of violet plasma across the sky.

LOCATION: a vast canyon carved entirely from translucent blue-white crystal, towering faceted spires catching and bending light, a glittering dust haze drifting through every beam, the horizon dominated by the burning descent.

ACTION — ONE CONTINUOUS TAKE, single unbroken handheld tracking shot, NO cuts, 15 seconds.

0:00–0:05 Medium-Wide on @rider: camera tracks alongside the bike weaving between crystal spires that explode into glittering shards behind the wheels; the sky cracks open as @starship enters frame from above trailing molten fire.

0:05–0:10 continuous zoom-in / tilt up: camera glides past the rider and tilts up through the spires onto the cataclysm; a hull-core detonates, the shockwave bending the refracted light into a horizontal lens flare across the canyon.

0:10–0:15 Extreme Close-Up on @starship: telephoto-compressed view of the disintegrating vessel against the sky, mirror-plates peeling and burning white-hot, raining glowing fragments down toward the camera.

CONSTRAINTS: 16:9 anamorphic widescreen. ONE CONTINUOUS SHOT — absolutely NO hard cuts. Telephoto compression during the zoom. No slow-motion. Photoreal throughout.

AUDIO (NO MUSIC): deep atmospheric re-entry rumble, the chiming shatter of crystal spires, tearing-metal screech from above, the high-RPM scream of the bike engine, wind roar across the canyon.","","Seedance 2.0","Video Generation","Cinematic / Film; Photorealistic; 3D / CGI Render; UGC / Handheld","People / Portrait; Vehicles / Transport; Landscape / Nature","","","21:9","15","","","365","2602","High","seedance-4k-community","job_payload","https://cdn.higgsfield.ai/user_3FDsPZYgFXcTFZQ8IZDPgaSiomZ/hf_20260623_165534_93d73350-b4ed-4b14-b0a9-7c75bfa7f1a4_min.mp4","https://higgsfield.ai/seedance-4k-community"
"Prompt","","single continuous shot, one take no cuts, cinematic oner, cinematic lighting, photorealistic, 35mm film quality, professional color grading, ultra sharp focus, crisp macro detail, high detail texture, film grain, depth of field mastery, high-speed orbital FPV fluidity
A small, real-life-sized steampunk mechanical dragonfly tears through warm sunlit air above a pond in a fast, super-dynamic single unbroken take, the camera orbiting and chasing it in flight while keeping every detail tack-sharp. The delicate insect is polished chrome and blued steel, brass micro-gears and cogs exposed behind riveted thorax plating, large dark glossy compound eyes housing tiny internal gear structures, fine copper coil bands on a slender segmented ridged-steel abdomen, translucent wings veined copper-orange over an iridescent blue-green membrane, and thread-thin jointed legs with miniature pistons and rivets. The camera is a tiny high-speed probe that banks alongside the darting creature, whips around it mid-flight, and pushes in on each element — eyes, gears, wings, abdomen, legs — without ever going inside, holding crisp focus through the speed. Scale stays constant, grass and reeds towering as the small subject races past. Bright golden daylight, sun flares, soft green nature bokeh, warm specular glints across cool polished steel.
Single continuous shot 15s: The camera rockets in already chasing the small mechanical dragonfly as it darts low and fast over the sunlit pond, wings a furious copper-orange blur, slender steel body snapping between towering grass stalks. The probe whips alongside into a tight banking track, racing with the creature as sun flares streak the lens and it carves a sharp turn; the camera arcs hard around the front to catch the glossy gear-eyed head and riveted thorax in crisp detail, ramping to a brief slow-motion beat that reveals the brass micro-gears spinning and the veined wings beating. Snapping back to full speed, the camera rolls with the dragonfly as it banks upward, sweeping along the flank to show the segmented ridged abdomen and copper coil bands razor-sharp, then drops past the thread-thin jointed legs and miniature pistons. The probe surges forward through a gap in the reeds, spirals once around the climbing insect for a final dynamic orbit, and pulls back into a hero reveal of the whole small dragonfly streaking and banking against the bright open sky, every detail still sharp.","","Seedance 2.0","Video Generation","Cinematic / Film; Photorealistic; Product / Commercial; Fantasy / Sci-Fi; Aerial / Drone","People / Portrait; Animals / Creatures; Landscape / Nature; Abstract / Texture","","","16:9","15","","","379","2440","High","seedance-4k-community","job_payload","https://d2ol7oe51mr4n9.cloudfront.net/user_3EXRcSJxBjgx9yQfkND9r8Dt0Td/c1b3c62d-dd62-43fa-b8a4-c6f603394b5d.png","https://higgsfield.ai/seedance-4k-community"
"Prompt","","Shot 1: High-intensity handheld tracking shot. A young woman with disheveled blonde hair, wearing a white tank top under a vibrant red and blue vertical-striped silk robe, bursts out of a shadowy alleyway. Her face is a mask of pure panic as she stumbles onto a sun-drenched Manhattan sidewalk, the camera shaking to mirror her frantic movements.
Shot 2: Medium shot, shallow depth of field. A middle-aged businessman in a charcoal suit and navy tie stands amidst a sea of pedestrians. He checks his silver watch with a sharp, rhythmic jerk of his wrist, his brow furrowed in annoyance. The background is a blur of yellow taxis and the towering architecture of 5th Avenue.
Shot 3: Extreme macro photography. The camera focus is locked onto the tip of a silver watch hand as it clicks forward. Microscopic dust motes dance in the harsh sunlight reflecting off the brushed metal surface of the dial.
Shot 4: Low-angle medium shot. Rapid-fire motion of a street drummer’s hands hitting a series of weathered white plastic buckets. The wooden drumsticks are a blur of motion, and the camera captures the vibration of the plastic lids as the city crowd flows past in a time-lapse-like stream.
Shot 5: Low-angle medium shot. The woman in the striped robe has stopped running; she is hunched over, hands on her knees, gasping for breath. The camera remains low, making the surrounding skyscrapers feel like they are closing in on her as she looks around, disoriented.
Shot 6: Macro close-up, high contrast. A man’s stubbled face as he inhales from a cigarette. The paper crinkles and the tobacco glows a fierce, molten orange before instantly turning into a delicate, flaky grey ash that threatens to fall.
Shot 7: Extreme close-up of the woman's face, focusing on her piercing blue eyes. Her pupils are dilated, and her forehead is deeply wrinkled with anxiety. The reflection of the busy street and moving vehicles can be seen glinting in her irises.
Shot 8: Medium-wide lifestyle shot. Two young Asian women walk across a city crosswalk, bathed in warm afternoon ""golden hour"" light. They are laughing and talking, creating a sharp emotional contrast to the previous shots of distress.
Shot 9: Final tight close-up. The blonde woman stares directly into the lens, her expression shifting from confusion to absolute shock. She slowly brings her hand up, her fingers trembling, to cover her mouth as her eyes well up with fear.","","Kling 3.0","Video Generation","UGC / Handheld; Product / Commercial","People / Portrait; Vehicles / Transport; Landscape / Nature; Architecture / Interior; Food / Drink; Product / Object","","","16:9","15","1080p","","407","2421","High","kling-30-community","job_payload","https://d2ol7oe51mr4n9.cloudfront.net/user_3709hEjL37V5u3gPiUc1pSGtMwx/76eddbde-cb67-4c19-bca2-d1809a3a3581.jpg","https://higgsfield.ai/kling-30-community"
"Prompt","","montage, multi-shot 3D animated feature film, Don't use one camera angle or single cut, vibrant glossy CGI render, Pixar-quality stylized animation, expressive cartoon character performance, subsurface-scattered fur, soft cinematic lighting, sharp focus, high detail texture, depth of field mastery, warm sunny daylight, soft pastel playground palette

In a sunny stylized playground full of pastel mushroom-houses, a colorful slide and leafy trees under a bright blue sky, a big chubby green fuzzy bear in a green t-shirt reading ""Higgs"" crouches beside a small rounded yellow retro robot with a single round eye-lens and a thin antenna topped by a little gold ball. The look is warm Pixar-quality stylized 3D animation — soft fur, glossy surfaces, playful expressive character performance, shallow depth of field, gentle golden daylight.

Shot 1: Medium shot with a smooth playful push-in, the green bear crouches warmly beside the little yellow robot at the foot of a tall colorful slide and gives him a gentle reassuring pat. Beaming, he says: ""Come on, little buddy — you've got this!""

Shot 2: Close-up, the little yellow robot's round eye-lens widens and its antenna ball wobbles nervously as it cranes up at the towering slide. In a small wavering beep of a voice it says: ""B-but it's so high...""

Shot 3: Wide low-angle looking up the slide, the bear gently lifts the little robot to the very top where it peeks over the edge, the sunny pastel playground spread out far below. The bear calls up cheerfully: ""I've got you. Ready? Three... two...""

Shot 4: Tracking shot racing alongside, the little robot zips down the curving slide with a delighted whirring squeal, antenna flapping wildly and tiny arms flung in the air, sunlight flaring off its glossy yellow shell.

Shot 5: Medium shot, the robot launches off the end of the slide and sails through the air in a little arc before landing with a soft poof straight into the big bear's outstretched fuzzy arms, both tumbling back onto the soft grass in a happy heap.

Shot 6: Close-up two-shot, the bear and the little robot lie giggling in a pile on the grass, the robot's antenna spinning happily as its eye-lens sparkles. Bursting with joy it beeps: ""Again! Let's go again!""

Total: 15s / 6 shots / 16:9","","Seedance 2.0","Video Generation","Cinematic / Film; Anime / Cartoon; 3D / CGI Render; Retro / VHS / Analog; Product / Commercial","People / Portrait; Landscape / Nature; Architecture / Interior; Abstract / Texture","","","16:9","15","","","378","2266","High","seedance-4k-community","job_payload","https://d20rwh69pn04qo.cloudfront.net/user_2uejlsAn0703H4tBe8Ju0h86Pan/0a48c686-e887-4995-8bf9-fdc120dba364_resize.jpg","https://higgsfield.ai/seedance-4k-community"
"Prompt","","Photorealistic cinematic, one single continuous unbroken shot from start to finish — absolutely no cuts, no edits, no transitions, one fluid uninterrupted camera move, 16:9. Bright daylight in a lush green forest, sunlight filtering through the canopy, leaves and tree trunks softly blurred.
The shot begins directly behind a vivid colorful butterfly fluttering fast and dynamically through the forest, the camera chasing close behind its wings as it weaves between trees, shafts of light and foliage — erratic, lively and kinetic.
Without any cut, in the same fluid motion, the camera keeps racing with the darting butterfly deeper through the trees. Then, at the midpoint, a parrot suddenly bursts in from the side and snatches the butterfly out of the air, biting down and clamping onto the edge of one of its wings in its beak — and the camera sweeps with the strike in one continuous move.
Still unbroken, the camera drives in onto the moment of capture and explodes into a dramatic bullet-time effect: time nearly freezes as the parrot's beak bites and clamps onto the butterfly's wing in an extreme macro close-up, the wing bending and creasing in the beak's grip, and the camera sweeps slowly around the frozen instant — shimmering powder and tiny iridescent scales scattering off the pinched wing and hanging suspended motionless in mid-air, the delicate wing membranes and veins razor-sharp, the parrot's beak texture and eye in crisp detail, the butterfly caught mid-flutter — hyper-detailed.
One seamless continuous camera move — chase from behind, racing through the forest, into the parrot's strike, ending in a bullet-time orbit around the catch. Flowing and dynamic, collapsing into near-frozen bullet time only at the macro catch. Shallow depth of field, strong motion blur on the chase resolving into crisp frozen detail, bright natural daylight, dappled forest light, high dynamic range, ultra-detailed photorealistic textures — wing scales, powder, feathers, foliage — 4K, high-end wildlife documentary look. Pacing over 10 seconds: about 4–5 seconds of dynamic butterfly flight, the parrot striking around the midpoint, then the rest in bullet-time macro of the parrot biting the wing. 10 seconds, single continuous take.","","Seedance 2.0","Video Generation","Cinematic / Film; Photorealistic; Documentary","People / Portrait; Landscape / Nature; Product / Object; Abstract / Texture","","","16:9","10","","","354","2242","High","seedance-4k-community","job_payload","https://cdn.higgsfield.ai/user_3DM3djpjYDVEDT5wTH9U4EZR2R3/hf_20260623_022755_39ed3d22-7e79-4f36-bcd9-7e10ae1f6594_min.mp4","https://higgsfield.ai/seedance-4k-community"
"Prompt","","Style: 8K photorealistic macro cinematography, anamorphic 2.39:1, epic medieval war-film grade, golden-hour battlefield light, hyperreal insect detail at macro scale, fine film grain.
Lighting: warm low golden-hour sun raking from camera-left, shafts of light through floating dust, hot rim on the chitin armor, deep cool earth shadow, light haze building across the field.
Color: warm amber dirt and golden dust as the dominant, red fire-ant army and black carpenter-ant army as the two saturated sides, green moss forest and leaf-green banners as secondary, hot backlit dust as accent.
Camera: anamorphic macro optics, mixed sweeping crane, ant-eye Steadicam, and macro close work, real motion blur, shallow macro depth.
Skin: chitin at pore-level — every ridge, hair, scratch and dent on the exoskeleton armor, moisture droplets catching light, mandibles wet and detailed, faceted eyes with real catch-lights.
Acting: brutal disciplined warfare — mandibles open in battle cries, weapons raised and swung with weight, bodies clashing and falling, the queen commanding with authority.
Physics: real mass and inertia at macro scale — armored bodies collide with impact, dust erupts and settles under gravity, projectiles arc with weight, debris rains, a severed head falls and tumbles realistically.
Composition: overwhelming scale — seas of armored ants to the frame edges, depth from foreground combatants to mid melee to distant massed ranks; pebbles as boulders, twigs as siege towers, moss as forest.
Continuity: same red fire-ant army, same black carpenter-ant army, same golden-hour dirt battlefield across all cuts; medieval armor and weapons consistent.
Technical: 24fps, ultra high detail, smooth motion, slow-mo only where stated.
Audio: diegetic and score — thunderous war drums, thousands of chittering battle cries, metallic clash of tiny weapons, ground-shaking catapult booms, an orchestral swell on the final crane.


Style: photorealistic, IMAX scale, realistic ocean physics, realistic military equipment, colossal sea monster, dark storm atmosphere, volumetric fog, cinematic camera movement, ultra-detailed textures, blockbuster VFX, no text, no watermark.","","Seedance 2.0","Video Generation","Cinematic / Film; Photorealistic; Product / Commercial; Fantasy / Sci-Fi","People / Portrait; Animals / Creatures; Landscape / Nature; Architecture / Interior; Food / Drink; Abstract / Texture; Text / Logo / Graphic","","","21:9","15","","","315","2177","High","seedance-4k-community","job_payload","https://cdn.higgsfield.ai/user_3BqS82zb13uOsqY5vKcQO8YPFFQ/hf_20260623_144123_7b4b74cc-bdde-4254-8d7e-7223fe52c265_min.mp4","https://higgsfield.ai/seedance-4k-community"
"Prompt","","single continuous shot, one take no cuts, cinematic oner, cinematic lighting, photorealistic, 35mm film quality, professional color grading, sharp focus, high detail texture, film grain, depth of field mastery, steadicam fluidity
Photorealistic live-action, not animation: an epic mountaintop cliff above a vast sea of glowing clouds at golden hour, distant jagged peaks catching warm light. A young woman pianist in a long flowing gown plays a black grand piano with intense expressive emotion, body swaying, hands flying across the keys, hair and dress whipping violently in a rising wind, while flocks of birds sweep upward through shafts of god-light and embers and petals swirl through the gusting air. The single take is built as one aggressive FPV descent — banking flight, a plunge into the piano's resonant interior, then an explosive pull-back to epic scale — with warm golden light, anamorphic flares, and volumetric beams held consistent so feather, ember, skin, and string textures all read in razor 4K macro detail.

Single continuous shot 15s: The camera banks fast and low around the cliff edge through churning golden clouds, embers and petals streaking past the lens as it swings toward the pianist, her gown and hair whipping in the wind, hands flying across the keys. Accelerating forward, the camera dives straight into the open piano lid and ramps to slow motion as it threads the tight gap between copper-wound strings and felt hammers, the hammers striking and the strings shivering in pore-deep macro detail, dust and light vibrating in the resonant wooden interior. Then the camera bursts back out of the piano, snapping to full speed as it pulls away and rises, birds sweeping upward through shafts of light, until it settles into a soaring extreme wide that reveals the whole cliff, the lone pianist, and the endless sea of glowing clouds below.
Total: 15s / 1 shot / 16:9","","Seedance 2.0","Video Generation","Cinematic / Film; Photorealistic; Product / Commercial; Aerial / Drone","People / Portrait; Animals / Creatures; Landscape / Nature; Architecture / Interior; Abstract / Texture","","","16:9","15","","","310","1900","High","seedance-4k-community","job_payload","https://d2ol7oe51mr4n9.cloudfront.net/user_3DjwtsIUsQ0YA8xS6998JLLgxvs/82964a7a-7281-4112-b0b7-a3552c0d5349_resize.jpg","https://higgsfield.ai/seedance-4k-community"
"Prompt","","Use the provided image as the exact starting frame.
Cinematic video, single continuous shot, duration 5–7 seconds.
Single take. No cuts. No transitions.

CAMERA & ACTION (CONTINUOUS MOTION)
The camera starts static, framing a turntable in warm analog studio light.
A human hand lowers the tonearm onto a spinning vinyl record.
The record begins rotating smoothly.
Immediately after contact, the camera accelerates forward in one continuous movement,
a fast, rigid robot-bolt push-in directly toward the stylus needle.
No easing. No cinematic zoom.
Pure mechanical forward motion.
As the camera reaches extreme macro distance, it locks onto the needle tip,
as if physically bolted to it, without any cut.
From this moment on, the camera moves together with the needle, perfectly synchronized.

MACRO DETAIL (SAME SHOT)
Extreme macro view shows:
Stylus tip vibrating microscopically
Vinyl grooves flowing beneath
Dust particles, micro scratches, groove texture
Subtle vertical and lateral needle movement, physically accurate
The camera remains rigidly attached, only tiny micro-vibrations from groove friction.

SOUND DESIGN (DOMINANT, CONTINUOUS)
Sound is uninterrupted and dominant:
Needle drop click
Loud, authentic vinyl crackle and hiss
Stylus-on-groove friction
Low mechanical hum of the turntable
No music clarity at first — raw analog texture only.
No score. No digital effects.

VISUAL STYLE
Extreme macro cinematography
Ultra-shallow depth of field
Warm analog color grading
Natural reflections on vinyl
Subtle film grain

CAMERA RULES
One continuous take
No cuts, no edits, no montage
No handheld shake
No floating camera
Robo-cam, bolt-mounted feel only

END FRAME
Camera stays locked to the needle,
vinyl spinning endlessly beneath it,
hypnotic, mechanical, intimate.","","Kling 3.0","Video Generation","Cinematic / Film; UGC / Handheld","People / Portrait; Landscape / Nature; Architecture / Interior; Abstract / Texture","","","16:9","7","1080p","","260","1779","High","kling-30-community","job_payload","https://d2ol7oe51mr4n9.cloudfront.net/user_3709hEjL37V5u3gPiUc1pSGtMwx/dcadc0cf-3871-46e9-8e2b-cad78be6e4ce.jpg","https://higgsfield.ai/kling-30-community"
"Prompt","","Use the provided image as the exact opening visual reference.Cinematic racing video, duration 8–12 seconds.SHOT 1 — ONBOARD GRIP (0–2 seconds)Camera is rigidly mounted to the race car chassis, identical angle and position as the reference image.Low, centered nose-mounted camera, wide-angle lens (16–24mm).The car enters the pit lane at speed, decelerating hard.Track lines and pit lane markings streak past with motion blur.Subtle mechanical vibration only, no handheld movement.SHOT 2 — PIT ENTRY IMPACT CUT (2–3 seconds)Hard cut to front three-quarter low angle as the car snaps into its pit box.Brakes glow faintly, tires screech, pit crew already in motion.Sound peaks: engine downshift, air guns spinning up.SHOT 3 — RAPID PIT STOP MONTAGE (3–7 seconds)Fast, aggressive editing. No slow motion.Extreme close-up: pneumatic wheel gun slams into lug nut, sparks and vibration.Macro shot: tire comes off, rubber dust and heat shimmer visible.Low side angle: fresh tire slammed on, mechanic’s gloved hands blur with speed.Top-down micro shot: jack lifts the car, carbon fiber flexing slightly.Wide pit crew shot: all four corners moving in perfect sync.Camera styles vary:macroultra-lowshoulder-height pit wallwhip pans between actionsLighting is harsh pit-lane daylight, high contrast, realistic shadows.SHOT 4 — RELEASE (7–9 seconds)Close-up on front jack dropping.Lollipop man or signal light snaps green.Engine revs spike violently.SHOT 5 — EXIT & FINAL CAMERA (9–12 seconds)Cut to static low rear-angle camera, placed near the ground in the pit lane.The car launches forward, blasting past the camera.Rear diffuser, spinning tires, heat distortion visible.The car drives away into the track, shrinking into the distance.Camera remains fixed, watching the car exit frame.","","Kling 3.0","Video Generation","Cinematic / Film; UGC / Handheld; Glitch / Experimental","People / Portrait; Vehicles / Transport; Product / Object","","","16:9","8","1080p","","256","1776","High","kling-30-community","job_payload","https://d2ol7oe51mr4n9.cloudfront.net/user_3709hEjL37V5u3gPiUc1pSGtMwx/92132f28-364f-4f58-9c49-a68bf83f8b84.jpg","https://higgsfield.ai/kling-30-community"
"Prompt","","Create a 8 second ultra-dynamic, real-time cinematic POV shot with no slow motion, no speed ramps, no easing — everything happens brutally fast.The camera is positioned as our POV inside the boxing ring, facing him at head height. Without warning, he launches forward explosively and throws a savage punch straight into the camera. The red glove slams into the lens in a split second, filling the frame.On impact, the camera gets knocked backward violently — we lose balance and fall hard onto the canvas. The fall is chaotic and physical: rapid backward drop, slight uncontrolled roll, ropes and lights streaking past due to speed, then a heavy crash onto the floor. No stylization — just raw force.At the exact moment we hit the ground, a massive explosion erupts behind him in the ring. A violent flash of light, shockwave, debris, dust, and smoke burst outward. Ring lights flicker, the background blows out briefly, particles rush toward the camera.He remains standing in front of the explosion, untouched.Final beat: the camera is on the ground looking up (top-shot POV). He steps into frame, backlit by fire and smoke, towering above us. He looks straight down into the lens and breaks into an unhinged, hysterical laugh — loud, manic, echoing. His shoulders shake slightly as he laughs, enjoying the chaos.Lighting: extreme contrast — fiery backlight from the explosion, harsh rim light on his body, dark foreground.Sound (mandatory if supported): glove impact “THUD”, rushing air during the fall, explosive blast, then raw hysterical laughter dominating the end.Hard constraints: no slow motion, no cuts, no transitions, no morphing, no deformation, no exposure flicker. End with him laughing above us as smoke and debris drift through the frame in real time.","","Kling 3.0","Video Generation","Cinematic / Film; Product / Commercial","People / Portrait; Vehicles / Transport; Abstract / Texture","","","16:9","8","1080p","","285","1768","High","kling-30-community","job_payload","https://d2ol7oe51mr4n9.cloudfront.net/user_3709hEjL37V5u3gPiUc1pSGtMwx/4c16de8e-5b01-4881-b731-eff6ddda8a22.jpg","https://higgsfield.ai/kling-30-community"
"Prompt","","single continuous shot, one take no cuts, cinematic FPV oner, photorealistic macro detail, anamorphic film look, cinematic lighting, professional color grading, sharp focus, hyper-detailed texture, film grain, depth of field mastery, fluid drone flight
A sunlit macro battlefield at high noon, where towering acid-bright flowers and mushrooms rise like skyscrapers and a cavalry of tiny winged fae warriors — mounted on darting dragonflies and armored beetles, glowing spears, bows and lances raised, leaf-sized banners snapping — wage war against a colossal armored beetle with snapping mandibles. The world is rendered in hyper-detailed macro: dewdrops glint like glass boulders, pollen drifts as luminous motes, and every petal vein and chitin ridge stays crisp in vivid candy color — hot pink, violet, yellow and lush green under hard high-key midday sun, no golden hour. The camera is an FPV presence flying nonstop and low through the stems, building from a weaving approach into the swarming clash and a spiraling assault on the beetle's shell, the environment escalating from pristine petals to exploding blossoms and swirling pollen-and-magic haze. The single unbroken take earns its arc through pure flight choreography — accelerating into the battle, orbiting the climax, then weaving back into the petals without ever pulling up or back.
Single continuous shot 15s: The camera flies in fast and low, threading between enormous flower stems where dewdrops hang like glass boulders and pollen drifts as glowing motes, a cavalry of tiny fae warriors on darting dragonflies and armored beetles flanking the lens with glowing spears and snapping leaf-sized banners. Accelerating forward, it bursts into the clash","","Seedance 2.0","Video Generation","Cinematic / Film; Photorealistic; Glitch / Experimental; Fantasy / Sci-Fi; Aerial / Drone","People / Portrait; Animals / Creatures; Landscape / Nature; Architecture / Interior; Abstract / Texture; Text / Logo / Graphic","","","16:9","10","","","263","1719","High","seedance-4k-community","job_payload","https://cdn.higgsfield.ai/user_3DM3djpjYDVEDT5wTH9U4EZR2R3/hf_20260623_024601_cc882e31-b109-44b8-ba7a-14ed375193d1_min.mp4","https://higgsfield.ai/seedance-4k-community"
"Prompt","","Ultra-realistic cinematic live-action car chase at night in a rainy city. The camera is rigidly mounted on the roof of a police car next to the flashing light bar, completely static relative to the vehicle — no camera rotation, no handheld shake, no detachment. Heavy rain pours down, water streaks across the lens, neon city lights and traffic signals reflect off the wet asphalt. A fleeing car is centered ahead in frame, speeding through the city streets. The police car accelerates aggressively, engine power implied through forward motion and vibration of the environment while the camera itself remains locked in place. The suspect vehicle suddenly enters a sharp corner and initiates a high-speed drift, rear sliding wide, tires throwing up water spray. The police car immediately follows into the same corner, entering a matching drift with precision, maintaining pursuit angle and closing the gap during the slide. Both cars drift through the turn in parallel, streetlights and buildings streaking past laterally. Mid-drift, the police car gains rapidly and slams into the suspect vehicle with a powerful side impact. At the exact moment of collision, time drops into dramatic slow motion: metal crumples, glass shatters, sparks explode, rain droplets hang in the air. The suspect car lifts off the ground, rolling and flipping through the air in an epic cinematic arc, under flashing red and blue police lights and glowing city reflections. The camera remains locked to the police car roof throughout, observing the crash head-on without movement. Ultra-realistic physics, grounded vehicle behavior, heavy mass and momentum, cinematic lighting, filmic color grading, no CGI look, no logos, no text, 24fps.","","Kling 3.0","Video Generation","Cinematic / Film; Photorealistic; 3D / CGI Render; UGC / Handheld; Product / Commercial","People / Portrait; Vehicles / Transport; Architecture / Interior; Food / Drink; Text / Logo / Graphic","","","16:9","8","1080p","","269","1715","High","kling-30-community","job_payload","https://d2ol7oe51mr4n9.cloudfront.net/user_3709hEjL37V5u3gPiUc1pSGtMwx/887a9602-56ab-4348-a67a-dc897dfab1b1.jpg","https://higgsfield.ai/kling-30-community"
